708120,203
23710120,204
23712120,203
23714120,204
23716120,206
23718120,206
23720120,205
23722120,207
23724120,207
23726120,208
23728120,207
23730120,208
23732120,208
23734120,210
23736120,208
23738120,208
23740120,209
23742120,208
23744120,208
23746120,209
23748120,209
23750120,209
23752120,210
23754120,210
23756120,210
23758120,211
23760120,211
23762120,211
23764120,213
23766120,213
23768120,212
23770120,214
23772120,213
23774120,213
23776120,214
23778120,213
23780120,213
23782120,215
23784120,214
23786120,214
23788120,215
23790120,215
23792120,215
23794120,214
23796120,215
23798120,216
23800120,216
23802120,217
23804120,217
23806120,217
23808120,217
23810120,217
23812120,217
23814120,218
23816120,218
23818120,219
23820120,219
23822120,220
23824120,220
23826120,221
23828120,221
23830120,221
23832120,222
23834120,222
23836120,223
23838120,224
23840120,224
23842120,225
23844120,225
23846120,226
23848120,226
23850120,227
23852120,227
23854120,227
23856120,229
23858120,230
23860120,230
23862120,231
23864120,231
23866120,232
23868120,231
23870120,231
23872120,233
23874120,233
23876120,233
23878120,233
23880120,233
23882120,235
23884120,234
23886120,233
23888120,234
23890120,234
23892120,234
23894120,234
23896120,235
23898120,234
23900120,234
23902120,237
23904120,234
23906120,234
23908120,234
23910120,234
23912120,234
23914120,234
23916120,234
23918120,236
23920120,234
23922120,234
23924120,236
23926120,235
23928120,236
23930120,235
23932120,234
23934120,235
23936120,235
23938120,236
23940120,236
23942120,235
23944120,236
23946120,235
23948120,235
23950120,235
23952120,235
23954120,234
23956120,235
23958120,235
23960120,235
23962120,235
23964120,235
23966120,233
23968120,233
23970120,231
23972120,231
23974120,231
23976120,230
23978120,229
23980120,229
23982120,228
23984120,227
23986120,226
23988120,223
23990120,223
23992120,222
23994120,222
23996120,220
23998120,219
24000120,218
24002120,218
24004120,216
24006120,214
24008120,212
24010120,211
24012120,209
24014120,209
24016120,208
24018120,206
24020120,206
24022120,203
24024120,202
24026120,200
24028120,199
24030120,197
24032120,194
24034120,195
24036120,194
24038120,194
24040120,192
24042120,192
24044120,189
24046120,188
24048120,187
24050120,187
24052120,185
24054120,184
24056120,183
24058120,184
24060120,182
24062120,182
24064120,181
24066120,180
24068120,178
24070120,177
24072120,177
24074120,178
24076120,176
24078120,175
24080120,175
24082120,174
24084120,175
24086120,173
24088120,172
24090120,171
24092120,170
24094120,171
24096120,169
24098120,169
24100120,169
24102120,169
24104120,168
24106120,167
24108120,166
24110120,166
24112120,165
24114120,165
24116120,164
24118120,164
24120120,164
24122120,163
24124120,163
24126120,162
24128120,162
24130120,161
24132120,161
24134120,160
24136120,160
24138120,161
24140120,160
24142120,160
24144120,161
24146120,159
24148120,159
24150120,159
24152120,159
24154120,158
24156120,158
24158120,158
24160120,158
24162120,158
24164120,158
24166120,158
24168120,157
24170120,158
24172120,156
24174120,156
24176120,157
24178120,157
24180120,157
24182120,157
24184120,157
24186120,157
24188120,156
24190120,156
24192120,156
24194120,157
24196120,156
24198120,156
24200120,156
24202120,156
24204120,156
24206120,155
24208120,157
24210120,155
24212120,156
24214120,156
24216120,155
24218120,155
24220120,156
24222120,156
24224120,156
24226120,155
24228120,154
24230120,155
24232120,153
24234120,155
24236120,155
24238120,154
24240120,155
24242120,154
24244120,155
24246120,154
24248120,154
24250120,155
24252120,153
24254120,153
24256120,154
24258120,155
24260120,154
24262120,155
24264120,154
24266120,154
24268120,153
24270120,154
24272120,154
24274120,153
